,chemical formula,production info,compound space group,unit cell volume,lattice parameters,lattice angles,atomic positions,crystal info,unit cell spin polarization,atomic spin specie,saturation magnetization,magnetization temperature,magnetization info,magnetocrystalline anisotropy energy,anisotropy energy type,magnetocrystalline anisotropy constants,kind of anisotropy,anisotropy info,exchange integrals,exchange info,magnetic order,curie temperature,curie temperature info,anisotropy field,remanence,coercivity,energy product,hysteresis info,domain wall width,domain wall info,exchange stiffness,exchange stiffness info
543,Fe16Sc4,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",12,258.690144,"[8.50626, 4.86563, 6.55673]","[90.0, 107.58543, 90.0]","['Fe1(8j)', 0.34012000000000003, 0.24309000000000003, 0.67854, 'Fe2(2c)', 0.0, 0.0, 0.5, 'Fe3(4i)', 0.5968800000000001, 0.0, 0.6756800000000001, 'Fe4(2b)', 0.0, 0.5, 0.0, 'Sc1(4i)', 0.85233, 0.0, 0.08316000000000001]","software VASP, k-points mesh 5x8x6, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",28.45,"['1 Fe', 1.899, '2 Fe', 1.901, '3 Fe', 1.899, '4 Fe', 1.901, '5 Fe', 1.899, '6 Fe', 1.901, '7 Fe', 1.899, '8 Fe', 1.901, '9 Fe', 2.048, '10 Fe', 2.048, '11 Fe', 1.945, '12 Fe', 1.945, '13 Fe', 1.945, '14 Fe', 1.945, '15 Fe', 1.449, '16 Fe', 1.449, '17 Sc', -0.382, '18 Sc', -0.382, '19 Sc', -0.382, '20 Sc', -0.382]",1.2810000000000001,0.0,"software VASP, k-points mesh 5x8x6, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
544,Fe8Sc2,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",87,132.297582,"[6.71021, 6.71021, 2.93819]","[90.0, 90.0, 90.0]","['Fe1(8h)', 0.6771, 0.88573, 0.0, 'Sc1(2b)', 0.0, 0.0, 0.5]","software VASP, k-points mesh 6x6x14, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",17.961,"['1 Fe', 2.338, '2 Fe', 2.337, '3 Fe', 2.32, '4 Fe', 2.321, '5 Fe', 2.337, '6 Fe', 2.338, '7 Fe', 2.321, '8 Fe', 2.32, '9 Sc', -0.335, '10 Sc', -0.336]",1.581,0.0,"software VASP, k-points mesh 6x6x14, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
545,Fe16Sc4,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",12,260.029897,"[8.55792, 4.88291, 7.26343]","[90.0, 121.05054, 90.0]","['Fe1(2a)', 0.0, 0.0, 0.0, 'Fe2(2d)', 0.0, 0.5, 0.5, 'Fe3(8j)', 0.2775, 0.25818, 0.18050000000000002, 'Fe4(4i)', 0.51915, 0.0, 0.17308, 'Sc1(4i)', 0.8697600000000001, 0.0, 0.58303]","software VASP, k-points mesh 5x8x6, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",29.784,"['1 Fe', 2.212, '2 Fe', 2.212, '3 Fe', 1.506, '4 Fe', 1.506, '5 Fe', 1.935, '6 Fe', 1.944, '7 Fe', 1.935, '8 Fe', 1.944, '9 Fe', 1.935, '10 Fe', 1.944, '11 Fe', 1.935, '12 Fe', 1.944, '13 Fe', 2.088, '14 Fe', 2.088, '15 Fe', 2.088, '16 Fe', 2.088, '17 Sc', -0.38, '18 Sc', -0.38, '19 Sc', -0.38, '20 Sc', -0.38]",1.334,0.0,"software VASP, k-points mesh 5x8x6, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
546,Fe8Sc2,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",11,133.86815,"[5.19178, 4.92398, 5.23707]","[90.0, 90.81472, 90.0]","['Fe1(4f)', 0.33975000000000005, 0.5003500000000001, 0.6621600000000001, 'Fe2(2e)', 0.055580000000000004, 0.25, 0.38246, 'Fe3(2e)', 0.38280000000000003, 0.25, 0.05256, 'Sc1(2e)', 0.8543900000000001, 0.25, 0.8530200000000001]","software VASP, k-points mesh 8x8x8, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",15.52,"['1 Fe', 1.984, '2 Fe', 1.9809999999999999, '3 Fe', 1.984, '4 Fe', 1.9809999999999999, '5 Fe', 2.054, '6 Fe', 2.054, '7 Fe', 2.022, '8 Fe', 2.021, '9 Sc', -0.28, '10 Sc', -0.28]",1.35,0.0,"software VASP, k-points mesh 8x8x8, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
547,Fe16Sc4,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",63,267.082702,"[3.99972, 9.09145, 7.34485]","[90.0, 90.0, 90.0]","['Fe1(4a)', 0.0, 0.0, 0.0, 'Fe2(8f)', 0.0, 0.27434000000000003, 0.41964, 'Fe3(4c)', 0.0, 0.8391900000000001, 0.25, 'Sc1(4c)', 0.0, 0.55757, 0.25]","software VASP, k-points mesh 10x4x5, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",31.069,"['1 Fe', 2.206, '2 Fe', 2.212, '3 Fe', 2.207, '4 Fe', 2.212, '5 Fe', 2.09, '6 Fe', 2.09, '7 Fe', 2.096, '8 Fe', 2.097, '9 Fe', 2.09, '10 Fe', 2.09, '11 Fe', 2.097, '12 Fe', 2.097, '13 Fe', 1.708, '14 Fe', 1.708, '15 Fe', 1.709, '16 Fe', 1.709, '17 Sc', -0.337, '18 Sc', -0.337, '19 Sc', -0.337, '20 Sc', -0.337]",1.355,0.0,"software VASP, k-points mesh 10x4x5, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
548,Fe16Sc4,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",12,264.932075,"[8.545770000000001, 4.67292, 7.22459]","[90.0, 113.322, 90.0]","['Fe1(4g)', 0.0, 0.25006, 0.0, 'Fe2(4i)', 0.22147000000000003, 0.0, -0.08193, 'Fe3(4i)', 0.04513, 0.0, 0.35846000000000006, 'Fe4(4i)', 0.68703, 0.0, 0.34429000000000004, 'Sc1(4i)', 0.34607000000000004, 0.0, 0.29926]","software VASP, k-points mesh 5x9x6, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",32.806,"['1 Fe', 2.053, '2 Fe', 2.053, '3 Fe', 2.053, '4 Fe', 2.053, '5 Fe', 1.891, '6 Fe', 1.891, '7 Fe', 1.891, '8 Fe', 1.891, '9 Fe', 2.287, '10 Fe', 2.287, '11 Fe', 2.287, '12 Fe', 2.287, '13 Fe', 2.292, '14 Fe', 2.292, '15 Fe', 2.292, '16 Fe', 2.292, '17 Sc', -0.321, '18 Sc', -0.321, '19 Sc', -0.321, '20 Sc', -0.321]",1.442,0.0,"software VASP, k-points mesh 5x9x6, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
549,Fe8Sc2,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",2,131.609765,"[4.81357, 4.9004900000000005, 6.15963]","[67.67621, 78.80391, 88.91695]","['Fe1(1b)', 0.0, 0.0, 0.5, 'Fe2(1f)', 0.5, 0.0, 0.5, 'Fe3(2i)', 0.6738500000000001, 0.6074900000000001, 0.82113, 'Fe4(2i)', 0.13621, 0.81196, 0.8855600000000001, 'Fe5(2i)', 0.6717500000000001, 0.09894000000000001, 0.8165300000000001, 'Sc1(2i)', 0.78432, 0.58348, 0.32852000000000003]","software VASP, k-points mesh 8x9x7, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",15.754,"['1 Fe', 1.71, '2 Fe', 1.7650000000000001, '3 Fe', 2.097, '4 Fe', 2.097, '5 Fe', 2.312, '6 Fe', 2.312, '7 Fe', 2.072, '8 Fe', 2.072, '9 Sc', -0.341, '10 Sc', -0.341]",1.3940000000000001,0.0,"software VASP, k-points mesh 8x9x7, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
550,Fe16Sc4,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",63,267.471419,"[7.42143, 7.32228, 4.92202]","[90.0, 90.0, 90.0]","['Fe1(8g)', 0.16438000000000003, 0.28146000000000004, 0.25, 'Fe2(8e)', 0.16130000000000003, 0.0, 0.0, 'Sc1(4c)', 0.0, 0.6462600000000001, 0.25]","software VASP, k-points mesh 5x5x8, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",31.073,"['1 Fe', 2.047, '2 Fe', 2.034, '3 Fe', 2.034, '4 Fe', 2.047, '5 Fe', 2.047, '6 Fe', 2.034, '7 Fe', 2.034, '8 Fe', 2.047, '9 Fe', 1.978, '10 Fe', 1.991, '11 Fe', 1.978, '12 Fe', 1.991, '13 Fe', 1.978, '14 Fe', 1.991, '15 Fe', 1.978, '16 Fe', 1.991, '17 Sc', -0.28, '18 Sc', -0.28, '19 Sc', -0.28, '20 Sc', -0.28]",1.353,0.0,"software VASP, k-points mesh 5x5x8, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
551,Fe16Sc4,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",12,267.539118,"[9.0223, 3.97485, 7.52932]","[90.0, 97.77072, 90.0]","['Fe1(4i)', 0.7350800000000001, 0.0, 0.5809700000000001, 'Fe2(4i)', -0.08105000000000001, 0.0, 0.84174, 'Fe3(4i)', 0.53244, 0.0, 0.32913000000000003, 'Fe4(2b)', 0.0, 0.5, 0.0, 'Fe5(2c)', 0.0, 0.0, 0.5, 'Sc1(4i)', 0.8005700000000001, 0.0, 0.17512000000000003]","software VASP, k-points mesh 4x10x5, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",31.583,"['1 Fe', 2.26, '2 Fe', 2.26, '3 Fe', 2.259, '4 Fe', 2.26, '5 Fe', 1.812, '6 Fe', 1.812, '7 Fe', 1.812, '8 Fe', 1.812, '9 Fe', 2.159, '10 Fe', 2.159, '11 Fe', 2.159, '12 Fe', 2.159, '13 Fe', 1.6960000000000002, '14 Fe', 1.6960000000000002, '15 Fe', 2.227, '16 Fe', 2.227, '17 Sc', -0.297, '18 Sc', -0.297, '19 Sc', -0.297, '20 Sc', -0.297]",1.375,0.0,"software VASP, k-points mesh 4x10x5, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
552,Fe16Sc4,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",12,266.498934,"[9.00678, 4.01068, 8.34816]","[90.0, 117.90493, 90.0]","['Fe1(4i)', 0.65551, 0.0, 0.03436, 'Fe2(4i)', -0.031670000000000004, 0.0, 0.12303000000000001, 'Fe3(4i)', 0.38632000000000005, 0.0, 0.7044300000000001, 'Fe4(4i)', 0.8820300000000001, 0.0, 0.54829, 'Sc1(4i)', 0.6701100000000001, 0.0, 0.7050900000000001]","software VASP, k-points mesh 5x10x5, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",30.571,"['1 Fe', 2.217, '2 Fe', 2.217, '3 Fe', 2.217, '4 Fe', 2.217, '5 Fe', 2.044, '6 Fe', 2.044, '7 Fe', 2.044, '8 Fe', 2.044, '9 Fe', 1.647, '10 Fe', 1.647, '11 Fe', 1.647, '12 Fe', 1.647, '13 Fe', 1.9769999999999999, '14 Fe', 1.9769999999999999, '15 Fe', 1.9769999999999999, '16 Fe', 1.9769999999999999, '17 Sc', -0.242, '18 Sc', -0.242, '19 Sc', -0.242, '20 Sc', -0.242]",1.336,0.0,"software VASP, k-points mesh 5x10x5, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
553,Fe16Sc8,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",67,359.548479,"[12.00706, 4.62235, 6.47825]","[90.0, 90.0, 90.0]","['Fe1(8n)', 0.82825, 0.25, 0.8913300000000001, 'Fe2(4c)', 0.0, 0.0, 0.0, 'Fe3(4g)', 0.0, 0.25, 0.6660200000000001, 'Sc1(8n)', 0.6331800000000001, 0.25, 0.6738700000000001]","software VASP, k-points mesh 3x9x6, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",30.486,"['1 Fe', 2.254, '2 Fe', 2.242, '3 Fe', 2.254, '4 Fe', 2.242, '5 Fe', 2.254, '6 Fe', 2.242, '7 Fe', 2.254, '8 Fe', 2.242, '9 Fe', 1.794, '10 Fe', 1.7930000000000001, '11 Fe', 1.794, '12 Fe', 1.7930000000000001, '13 Fe', 1.9929999999999999, '14 Fe', 1.9929999999999999, '15 Fe', 1.9929999999999999, '16 Fe', 1.9929999999999999, '17 Sc', -0.33, '18 Sc', -0.331, '19 Sc', -0.33, '20 Sc', -0.331, '21 Sc', -0.33, '22 Sc', -0.331, '23 Sc', -0.33, '24 Sc', -0.331]",0.988,0.0,"software VASP, k-points mesh 3x9x6, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
554,Fe16Sc8,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",8,348.356327,"[8.79875, 4.92732, 8.55491]","[90.0, 110.07571, 90.0]","['Fe1(2a)', 0.6773600000000001, 0.0, 0.15589, 'Fe2(2a)', 0.31064, 0.0, 0.15451, 'Fe3(2a)', 0.5002000000000001, 0.0, 0.6392100000000001, 'Fe4(4b)', 0.82467, 0.25066, 0.39809000000000005, 'Fe5(2a)', 0.5733100000000001, 0.0, 0.38646, 'Fe6(4b)', 0.6581300000000001, 0.25120000000000003, 0.8953200000000001, 'Sc1(2a)', -0.00169, 0.0, 0.16892000000000001, 'Sc2(2a)', 0.41354, 0.0, -0.08871000000000001, 'Sc3(2a)', 0.12797, 0.0, 0.56476, 'Sc4(2a)', 0.8464700000000001, 0.0, 0.6968700000000001]","software VASP, k-points mesh 5x8x5, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",26.788,"['1 Fe', 2.057, '2 Fe', 2.057, '3 Fe', 2.072, '4 Fe', 2.072, '5 Fe', 1.755, '6 Fe', 1.755, '7 Fe', 1.8439999999999999, '8 Fe', 1.851, '9 Fe', 1.8439999999999999, '10 Fe', 1.851, '11 Fe', 1.9769999999999999, '12 Fe', 1.976, '13 Fe', 1.7000000000000002, '14 Fe', 1.687, '15 Fe', 1.699, '16 Fe', 1.6880000000000002, '17 Sc', -0.352, '18 Sc', -0.352, '19 Sc', -0.328, '20 Sc', -0.328, '21 Sc', -0.445, '22 Sc', -0.445, '23 Sc', -0.425, '24 Sc', -0.425]",0.896,0.0,"software VASP, k-points mesh 5x8x5, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
555,Fe16Sc8,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",12,343.569845,"[14.28538, 4.90454, 4.97142]","[90.0, 99.46674, 90.0]","['Fe1(4i)', 0.76487, 0.0, 0.89719, 'Fe2(8j)', 0.11987, 0.24896000000000001, 0.8086800000000001, 'Fe3(2b)', 0.0, 0.5, 0.0, 'Fe4(2d)', 0.0, 0.5, 0.5, 'Sc1(4i)', 0.6950500000000001, 0.0, 0.34728000000000003, 'Sc2(4i)', -0.06271, 0.0, 0.71509]","software VASP, k-points mesh 3x8x8, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",23.473,"['1 Fe', 1.6139999999999999, '2 Fe', 1.6139999999999999, '3 Fe', 1.6139999999999999, '4 Fe', 1.6139999999999999, '5 Fe', 1.62, '6 Fe', 1.6179999999999999, '7 Fe', 1.62, '8 Fe', 1.6179999999999999, '9 Fe', 1.62, '10 Fe', 1.6179999999999999, '11 Fe', 1.62, '12 Fe', 1.6179999999999999, '13 Fe', 1.631, '14 Fe', 1.631, '15 Fe', 1.8359999999999999, '16 Fe', 1.8359999999999999, '17 Sc', -0.328, '18 Sc', -0.328, '19 Sc', -0.328, '20 Sc', -0.328, '21 Sc', -0.39, '22 Sc', -0.39, '23 Sc', -0.39, '24 Sc', -0.39]",0.796,0.0,"software VASP, k-points mesh 3x8x8, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
556,Fe24Sc12,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",160,516.332301,"[4.91493, 4.91493, 24.68109]","[90.0, 90.0, 120.0]","['Fe1(3a)', 0.0, 0.0, 0.24519000000000002, 'Fe2(3a)', 0.0, 0.0, 0.052730000000000006, 'Fe3(9b)', 0.83559, 0.16441, 0.16440000000000002, 'Fe4(9b)', 0.16394, 0.83606, 0.32583, 'Sc1(3a)', 0.0, 0.0, 0.43265000000000003, 'Sc2(3a)', 0.0, 0.0, 0.5575800000000001, 'Sc3(3a)', 0.0, 0.0, -0.06437000000000001, 'Sc4(3a)', 0.0, 0.0, 0.7438300000000001]","software VASP, k-points mesh 9x9x2, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",42.416,"['1 Fe', 1.935, '2 Fe', 1.9300000000000002, '3 Fe', 1.929, '4 Fe', 2.638, '5 Fe', 2.642, '6 Fe', 2.638, '7 Fe', 1.9609999999999999, '8 Fe', 1.885, '9 Fe', 1.7109999999999999, '10 Fe', 1.9580000000000002, '11 Fe', 1.884, '12 Fe', 1.709, '13 Fe', 1.959, '14 Fe', 1.883, '15 Fe', 1.708, '16 Fe', 2.04, '17 Fe', 1.9769999999999999, '18 Fe', 1.804, '19 Fe', 2.037, '20 Fe', 1.974, '21 Fe', 1.8010000000000002, '22 Fe', 2.037, '23 Fe', 1.975, '24 Fe', 1.8, '25 Sc', -0.491, '26 Sc', -0.491, '27 Sc', -0.491, '28 Sc', -0.47400000000000003, '29 Sc', -0.47400000000000003, '30 Sc', -0.47300000000000003, '31 Sc', -0.41000000000000003, '32 Sc', -0.41100000000000003, '33 Sc', -0.40900000000000003, '34 Sc', -0.425, '35 Sc', -0.425, '36 Sc', -0.425]",0.9570000000000001,0.0,"software VASP, k-points mesh 9x9x2, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
557,Fe8Sc4,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",57,177.491545,"[5.05289, 7.12399, 4.93077]","[90.0, 90.0, 90.0]","['Fe1(4c)', 0.35509, 0.25, 0.0, 'Fe2(4d)', 0.6176200000000001, 0.034800000000000005, 0.25, 'Sc1(4d)', 0.8670500000000001, 0.39520000000000005, 0.25]","software VASP, k-points mesh 8x6x8, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",13.242,"['1 Fe', 1.7770000000000001, '2 Fe', 1.784, '3 Fe', 1.7770000000000001, '4 Fe', 1.784, '5 Fe', 1.834, '6 Fe', 1.853, '7 Fe', 1.853, '8 Fe', 1.834, '9 Sc', -0.312, '10 Sc', -0.315, '11 Sc', -0.315, '12 Sc', -0.312]",0.869,0.0,"software VASP, k-points mesh 8x6x8, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
558,Fe6Sc3,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",1,129.091491,"[4.87775, 4.89547, 6.39969]","[97.07302, 97.30749, 119.31594]","['Fe1(1a)', 0.5496500000000001, 0.30003, 0.35506000000000004, 'Fe2(1a)', 0.6082700000000001, 0.07013000000000001, 0.016130000000000002, 'Fe3(1a)', 0.23026000000000002, 0.31606, 0.02295, 'Fe4(1a)', 0.8290000000000001, 0.23588, 0.6934800000000001, 'Fe5(1a)', 0.54954, 0.79734, 0.34840000000000004, 'Fe6(1a)', 0.044680000000000004, 0.29743, 0.35712000000000005, 'Sc1(1a)', -0.010920000000000001, 0.7209000000000001, 0.11223000000000001, 'Sc2(1a)', 0.50529, 0.58174, 0.72755, 'Sc3(1a)', 0.13214, 0.87868, 0.5992900000000001]","software VASP, k-points mesh 10x10x6, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",10.598,"['1 Fe', 1.775, '2 Fe', 2.243, '3 Fe', 2.184, '4 Fe', 1.94, '5 Fe', 1.9140000000000001, '6 Fe', 1.775, '7 Sc', -0.37, '8 Sc', -0.42, '9 Sc', -0.442]",0.9560000000000001,0.0,"software VASP, k-points mesh 10x10x6, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
559,Fe8Sc4,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",156,170.501421,"[4.92206, 4.92206, 8.1265]","[90.0, 90.0, 120.0]","['Fe1(3d)', 0.16109, 0.83891, -0.08229, 'Fe2(1b)', 0.33333, 0.6666700000000001, 0.6763100000000001, 'Fe3(3d)', 0.50539, 0.49461000000000005, 0.43652, 'Fe4(1c)', 0.6666700000000001, 0.33333, 0.11113, 'Sc1(1a)', 0.0, 0.0, 0.24191000000000001, 'Sc2(1a)', 0.0, 0.0, 0.6157600000000001, 'Sc3(1c)', 0.6666700000000001, 0.33333, 0.7514400000000001, 'Sc4(1b)', 0.33333, 0.6666700000000001, 0.17298000000000002]","software VASP, k-points mesh 9x9x5, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",12.995,"['1 Fe', 1.907, '2 Fe', 1.869, '3 Fe', 1.694, '4 Fe', 1.3860000000000001, '5 Fe', 1.7930000000000001, '6 Fe', 1.772, '7 Fe', 1.595, '8 Fe', 2.642, '9 Sc', -0.47600000000000003, '10 Sc', -0.40700000000000003, '11 Sc', -0.352, '12 Sc', -0.429]",0.888,0.0,"software VASP, k-points mesh 9x9x5, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
560,Fe16Sc8,"obtained by Adaptive Genetic Algorithm Structure Prediction Methods,  software USPEX+VASP",227,335.316521,"[6.9473400000000005, 6.9473400000000005, 6.9473400000000005]","[90.0, 90.0, 90.0]","['Fe1(16c)', 0.0, 0.0, 0.0, 'Sc1(8b)', 0.37500000000000006, 0.37500000000000006, 0.37500000000000006]","software VASP, k-points mesh 6x6x6, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar,temperature=0K",23.973,"['1 Fe', 1.756, '2 Fe', 1.717, '3 Fe', 1.709, '4 Fe', 1.713, '5 Fe', 1.756, '6 Fe', 1.718, '7 Fe', 1.709, '8 Fe', 1.714, '9 Fe', 1.754, '10 Fe', 1.7149999999999999, '11 Fe', 1.7109999999999999, '12 Fe', 1.7149999999999999, '13 Fe', 1.7530000000000001, '14 Fe', 1.714, '15 Fe', 1.71, '16 Fe', 1.714, '17 Sc', -0.451, '18 Sc', -0.45, '19 Sc', -0.451, '20 Sc', -0.451, '21 Sc', -0.451, '22 Sc', -0.451, '23 Sc', -0.451, '24 Sc', -0.451]",0.833,0.0,"software VASP, k-points mesh 6x6x6, Ecut-off=410.533 eV, PAW_PBE, Fe_pv:PAW_PBE:02Aug2007, Sc_sv:PAW_PBE:07Sep2000, Pressure=0.0 kbar",,,,,,,,,,,,,,,,,,,
